4317,2536,2410,4322
3591,2516,2410,2698
3563,2503,2410,2551
3556,2437,2410,2311
3482,2386,2410,2311
3480,2386,2410,2102
3480,2386,2410,2102
3480,2386,2410,2015
3270,2386,2410,2015
3270,2386,2410,2015
3270,2337,2410,2015
3192,2337,2410,2015
3192,2337,2410,2015
3058,2337,2410,2015
3058,2337,2410,2015
3058,2337,2410,2015
3058,2337,2410,2001
3058,2337,2410,1971
3058,2337,2410,1960
3009,2337,2410,1960
3009,2337,2410,1960
3009,2337,2410,1956
3009,2337,2410,1940
3009,2328,2410,1918
3009,2328,2410,1918
3009,2328,2410,1918
3004,2328,2410,1886
2827,2328,2410,1886
2827,2328,2410,1886
2827,2328,2410,1886
2827,2328,2410,1886
2827,2328,2410,1886
2827,2328,2380,1886
2827,2328,2380,1886
2827,2328,2380,1886
2827,2328,2380,1874
2827,2328,2380,1874
2827,2328,2380,1874
2827,2328,2380,1874
2827,2328,2380,1874
2827,2328,2380,1874
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2827,2328,2380,1856
2787,2328,2380,1856
2787,2328,2380,1856
2787,2328,2380,1856
2787,2328,2380,1856
2787,2328,2380,1856
2787,2328,2380,1856
2787,2328,2380,1856
2787,2328,2380,1856
2787,2328,2380,1856
2787,2328,2380,1856
2787,2328,2380,1856
2787,2328,2380,1856
2787,2328,2380,1856
2787,2315,2380,1856
2787,2315,2380,1856
2787,2315,2380,1856
2787,2315,2380,1856
2787,2315,2380,1856
2787,2315,2380,1856
2787,2306,2380,1856
2787,2306,2380,1856
2735,2306,2380,1856
2536,2306,2380,1856
2536,2306,2340,1856
2536,2306,2340,1856
2536,2306,2340,1856
2536,2306,2340,1856
2536,2306,2340,1856
2536,2306,2340,1856
2536,2306,2340,1856
2536,2306,2340,1856
2536,2306,2340,1856
2536,2306,2340,1856
2536,2306,2340,1856
2536,2306,2340,1856
2536,2306,2340,1856
2536,2306,2340,1856
2521,2306,2340,1856
2521,2306,2340,1856
2521,2306,2340,1856
2521,2306,2340,1856
2521,2306,2340,1856
2521,2306,2340,1856
2521,2306,2340,1856
2521,2306,2340,1856
2521,2306,2332,1856
2521,2306,2332,1856
2521,2306,2332,1856
2521,2270,2332,1856
2521,2270,2332,1856
2521,2270,2332,1856
2521,2270,2332,1856
2521,2270,2332,1856
2521,2270,2332,1856
2521,2270,2332,1856
2505,2270,2332,1856
2505,2270,2332,1856
2505,2270,2332,1856
2505,2270,2332,1856
2505,2270,2332,1856
2505,2270,2332,1856
2505,2270,2332,1856
2505,2270,2332,1856
2505,2270,2332,1856
2505,2270,2332,1856
2505,2270,2332,1856
2505,2270,2332,1856
2505,2270,2332,1856
2505,2270,2332,1856
2505,2270,2332,1856
2505,2270,2300,1856
2505,2270,2300,1856
2505,2270,2300,1856
2495,2270,2300,1856
2405,2270,2300,1856
2405,2270,2300,1856
2405,2270,2300,1856
2405,2270,2300,1856
2405,2270,2300,1856
2405,2270,2300,1856
2405,2270,2300,1856
2380,2270,2300,1856
2380,2270,2300,1856
2378,2270,2300,1856
2378,2270,2300,1856
2378,2270,2300,1856
2378,2270,2300,1856
2378,2270,2300,1856
2378,2270,2300,1856
2378,2270,2300,1856
2378,2270,2300,1856
2378,2270,2300,1856
2378,2270,2300,1856
2350,2270,2300,1856
2350,2270,2300,1856
2350,2270,2300,1856
2350,2270,2300,1856
2350,2270,2300,1856
2350,2270,2300,1856
2350,2270,2300,1856
2350,2270,2300,1856
2350,2270,2300,1856
2350,2270,2300,1856
2350,2270,2300,1856
2350,2270,2300,1856
2350,2270,2287,1856
2350,2270,2287,1856
2350,2270,2287,1856
2350,2270,2287,1856
2350,2270,2285,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2350,2270,2248,1856
2326,2270,2248,1856
2326,2270,2248,1856
2320,2270,2248,1856
2320,2270,2248,1856
2320,2270,2248,1856
2320,2270,2248,1856
2320,2270,2248,1856
2320,2270,2248,1856
2320,2270,2248,1856
2303,2270,2248,1856
2303,2270,2248,1856
2303,2270,2248,1856
2303,2270,2248,1856
2303,2270,2248,1856
2303,2270,2248,1856
2303,2270,2248,1856
2303,2270,2248,1856
2303,2270,2248,1856
2303,2270,2248,1856
2303,2270,2248,1856
2303,2270,2248,1856
2303,2270,2248,1856
2303,2270,2248,1856
2303,2270,2248,1856
2303,2270,2248,1856
2303,2270,2248,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2211,1856
2303,2270,2188,1856
2303,2270,2188,1856
2298,2270,2188,1856
2298,2270,2188,1856
2274,2270,2188,1856
2274,2270,2188,1856
2274,2270,2188,1856
2274,2270,2188,1856
2274,2270,2188,1856
2274,2270,2188,1856
2274,2270,2188,1856
2274,2270,2188,1856
2274,2270,2149,1856
2274,2270,2149,1856
2274,2270,2149,1856
2274,2270,2149,1856
2274,2270,2149,1856
2274,2270,2149,1856
2274,2270,2149,1856
2274,2270,2149,1856
2274,2270,2149,1856
2274,2270,2149,1856
2274,2270,2149,1856
2274,2270,2149,1856
2274,2270,2149,1856
2274,2270,2149,1856
2274,2270,2149,1856
2274,2270,2149,1856
2274,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2149,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2111,1856
2262,2270,2072,1856
2262,2270,2072,1856
2262,2270,2072,1856
2262,2270,2072,1856
2262,2270,2072,1856
2262,2270,2072,1856
2262,2270,2072,1856
2262,2270,2072,1856
2262,2270,2072,1856
2262,2270,2072,1856
2236,2270,2072,1856
2181,2270,2072,1856
2181,2270,2072,1856
2181,2270,2072,1856
2181,2270,2072,1856
2181,2270,2072,1856
2181,2270,2072,1856
2181,2270,2072,1856
2181,2270,2072,1856
